LAVALETTE,MARICEL,1980,1
DUBOUSQUET,FREDERIC,1980,1
FULLERINGER,CHRISTELE,1980,1
VIGNONE,ADELINE,1980,1
BODET,MICHAEL,1980,1
DERUMAUX,JÉRÔME,1980,1
EL,Jean-Hugues,1980,1
DEVOILLES,TESS,1980,1
BELLAHCENE,Amélia,1980,1
DUNNE,HERMINE,1980,1
RIO,TIFFANIE,1980,1
CASTELEIN,Justin,1980,1
BRODERSEN,BENOÎT,1980,1
BLASSELLE,BARRY,1980,1
WILMET,DAVIDE,1980,1
PARKIET,BAELEN,1980,1
UMES,LUDOVICO,1980,1
BAILLEUL,SEVERIN,1980,1
VAÏRA,EDWARD,1980,1
TICHIT,Jean-louis,1980,1
BOULHOL,Jean-francois,1980,1
GELY,Sylvaine,1980,1
ROERTVEIT,NASSIM,1980,1
YAGO,HORACIO,1980,1
BARACCHINI,FAOUZI,1980,1
RIVIERE,MANON,1980,1
UNTEREINER,MARIAN,1980,1
BONFILS,Geraldine,1980,1
LEHMANN,PAUL,1980,1
ARGUES,KRISTIAN,1980,1
ONDEAU,LAMBERT,1980,1
CONDIS,EMMANUELLE,1980,1
NIFAUT,Frank,1980,1
COLOMIES,MEJID,1980,1
ROSE,JYRI,1980,1
BESSAD,FEMKE,1980,1
JARRY,OWEN,1980,1
CCHIERAI,MARIE-THERESE,1980,1
TROUTEAUD,TRUDIE,1980,1
DEFEVERT,JUSSI,1980,1
QUéZéDé,PAAL,1980,1
FOUTERET,DIMITRA,1980,1
LEGROUX,Pierrick,1980,1
TREMOLET,BRIAN,1980,1
GOMANE,J-PIERRE,1980,1
KEDOTE,Myriam,1980,1
BARQUIN,EGLANTINE,1980,1
PRIM,NOËL,1980,1
DELABRE,Marcel,1980,1
ARRIVETX,GORAN,1980,2
ALLU,AH,1980,2
DAGUZAN,ANNE-LOUISE,1980,2
COCULA,CEDRIC,1980,2
BAHLA,CHRISTIAN,1980,2
HARRISON,PATRIK,1980,2
MAZURIÉ,GUSTAV,1980,2
VALENTE,JÉRÉMY,1980,2
CALAIS,ZOÉ,1980,2
VIRGINIE,ZHONG,1980,2
RATAYZYK,MARCELLIN,1980,2
GEORGET,Yan,1980,2
LONGY,BILJANA,1980,2
FRENOT,LADISLAS,1980,2
CHASSAING,ERICA,1980,2
NÈGRE,KNUT,1980,2
PERELLE,Geneviève,1980,2
KIRKET,SATURNIN,1980,2
GUERY,MARQUESIA,1980,2
MACCIO,NIELS,1980,2
BOMPARD,CELIA,1980,2
MICHIELETTO,STEPHANE,1980,2
QUERIN,olivier,1980,2
KNOELLER,JEAN-DOMINIQUE,1980,2
DYBECK,LUISA,1980,2
BOUCHY,Josselin,1980,2
PRADES,ALESSIA,1980,2
ADDARIO,Paul,1980,2
KNISCH,CELIANNE,1980,2
GONZAGUE,MAREN,1980,2
ALLACH,ILONA,1980,2
RISSER,NALAH,1980,2
TORRELLI,Nicolas,1980,2
LEMELLE,Maryline,1980,2
PANGALLO,Cherif,1980,2
SPARRE,DICK,1980,2
BENVEGNU,Nigel,1980,2
DIJEAUX,ZOÉ,1980,2
BERTHELOZ,JACKY,1980,2
FIOROT,PATRYCJA,1980,2
DRAVET,GERRIT,1980,2
BAZANEGUE,Gaelle,1980,2
ALZIAR,EDOARDO,1980,2
DELHOSTE,SANDRO,1980,2
LEBLOND,FATOUMA,1980,2
VERWAERDE,MARTY,1980,2
BESALDUCH,YOHAN,1980,2
MACÉ,MEDHI,1980,2
OURDOUILLIE,PASCALE,1980,2
LESFAURIES,MANU,1980,2
ACHER,LUCYNA,1980,3
SAYAD,CORALINE,1980,3
JOUSSELIN,THONY,1980,3
SAYAD,ALBRIZZIO,1980,3
DELEURY,Grégpire,1980,3
BOUDJEMIL,ISA,1980,3
DESETRES,PAVEL,1980,3
